sequence_identifier;Domain;Phylum;Class;Order;Family;Genus;Species
OTU_3656;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;Ardenticatenaceae;uncultured;
OTU_3657;Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Ekhidna;
OTU_3658;Unclassified;;;;;;
OTU_3659;Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;;;
OTU_3660;Unclassified;;;;;;
OTU_3661;Unclassified;;;;;;
OTU_3662;Bacteria;PAUC34f;;;;;
OTU_3663;Unclassified;;;;;;
OTU_3664;Bacteria;Proteobacteria;Gammaproteobacteria;Francisellales;Francisellaceae;uncultured;
OTU_3665;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;
OTU_3666;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
OTU_3667;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_3668;Unclassified;;;;;;
OTU_3669;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_3670;Unclassified;;;;;;
OTU_3671;Bacteria;Latescibacterota;;;;;
OTU_3672;Unclassified;;;;;;
OTU_3673;Bacteria;Verrucomicrobiota;Kiritimatiellae;WCHB1-41;;;
OTU_3674;Unclassified;;;;;;
OTU_3675;Bacteria;Latescibacterota;;;;;
OTU_3676;Bacteria;Planctomycetota;Phycisphaerae;mle1-8;;;
OTU_3677;Unclassified;;;;;;
OTU_3678;Unclassified;;;;;;
OTU_3679;Unclassified;;;;;;
OTU_3680;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_3681;Bacteria;NB1-j;;;;;
OTU_3682;Unclassified;;;;;;
OTU_3683;Bacteria;Acidobacteriota;Subgroup 26;;;;
OTU_3684;Unclassified;;;;;;
OTU_3685;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacterales Incertae Sedis;Alkalimonas;
OTU_3686;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_3687;Unclassified;;;;;;
OTU_3688;Unclassified;;;;;;
OTU_3689;Unclassified;;;;;;
OTU_3690;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;;
OTU_3691;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_3692;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_3693;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
OTU_3694;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_3695;Bacteria;Elusimicrobiota;Lineage IIb;;;;
OTU_3696;Bacteria;Planctomycetota;OM190;;;;
OTU_3697;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_3698;Unclassified;;;;;;
OTU_3699;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_3700;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Aureispira;
OTU_3701;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;
OTU_3702;Unclassified;;;;;;
OTU_3703;Unclassified;;;;;;
OTU_3704;Bacteria;NB1-j;;;;;
OTU_3705;Unclassified;;;;;;
OTU_3706;Bacteria;NB1-j;;;;;
OTU_3707;Unclassified;;;;;;
OTU_3708;Bacteria;Actinobacteriota;Acidimicrobiia;Actinomarinales;uncultured;;
OTU_3709;Unclassified;;;;;;
OTU_3710;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3711;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;;
OTU_3712;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_3713;Unclassified;;;;;;
OTU_3714;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_3715;Bacteria;Planctomycetota;OM190;;;;
OTU_3716;Bacteria;Dependentiae;Babeliae;Babeliales;Vermiphilaceae;;
OTU_3717;Unclassified;;;;;;
OTU_3718;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
OTU_3719;Unclassified;;;;;;
OTU_3720;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_3721;Unclassified;;;;;;
OTU_3722;Unclassified;;;;;;
OTU_3723;Unclassified;;;;;;
OTU_3724;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;uncultured;
OTU_3725;Unclassified;;;;;;
OTU_3726;Bacteria;Planctomycetota;OM190;;;;
OTU_3727;Unclassified;;;;;;
OTU_3728;Unclassified;;;;;;
OTU_3729;Bacteria;Proteobacteria;Alphaproteobacteria;Thalassobaculales;uncultured;;
OTU_3730;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_3731;Unclassified;;;;;;
OTU_3732;Unclassified;;;;;;
OTU_3733;Unclassified;;;;;;
OTU_3734;Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurimonadaceae;Sulfurimonas;
OTU_3735;Bacteria;Desulfobacterota;uncultured;;;;
OTU_3736;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;uncultured;;
OTU_3737;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3738;Unclassified;;;;;;
OTU_3739;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Pelagibius;
OTU_3740;Unclassified;;;;;;
OTU_3741;Unclassified;;;;;;
OTU_3742;Unclassified;;;;;;
OTU_3743;Unclassified;;;;;;
OTU_3744;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Cellvibrionaceae;;
OTU_3745;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_3746;Bacteria;Cyanobacteria;Vampirivibrionia;Caenarcaniphilales;;;
OTU_3747;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_3748;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio;
OTU_3749;Unclassified;;;;;;
OTU_3750;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_3751;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_3752;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_3753;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
OTU_3754;Unclassified;;;;;;
OTU_3755;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;;
OTU_3756;Unclassified;;;;;;
OTU_3757;Unclassified;;;;;;
OTU_3758;Unclassified;;;;;;
OTU_3759;Bacteria;Nitrospirota;Nitrospiria;Nitrospirales;Nitrospiraceae;Nitrospira;
OTU_3760;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_3761;Unclassified;;;;;;
OTU_3762;Unclassified;;;;;;
OTU_3763;Unclassified;;;;;;
OTU_3764;Unclassified;;;;;;
OTU_3765;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;;
OTU_3766;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae;;
OTU_3767;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3768;Unclassified;;;;;;
OTU_3769;Bacteria;Acidobacteriota;Subgroup 21;;;;
OTU_3770;Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;
OTU_3771;Unclassified;;;;;;
OTU_3772;Unclassified;;;;;;
OTU_3773;Bacteria;Chloroflexi;Anaerolineae;SJA-15;;;
OTU_3774;Unclassified;;;;;;
OTU_3775;Unclassified;;;;;;
OTU_3776;Unclassified;;;;;;
OTU_3777;Unclassified;;;;;;
OTU_3778;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_3779;Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma;
OTU_3780;Bacteria;Planctomycetota;Pla3 lineage;;;;
OTU_3781;Unclassified;;;;;;
OTU_3782;Unclassified;;;;;;
OTU_3783;Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus;Omnitrophus
OTU_3784;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_3785;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;
OTU_3786;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Shewanellaceae;Ferrimonas;
OTU_3787;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_3788;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_3789;Unclassified;;;;;;
OTU_3790;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
OTU_3791;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobotulus;
OTU_3792;Unclassified;;;;;;
OTU_3793;Unclassified;;;;;;
OTU_3794;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_3795;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3796;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;;;
OTU_3797;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
OTU_3798;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;Sandaracinus;
OTU_3799;Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;;;
OTU_3800;Bacteria;Sumerlaeota;Sumerlaeia;uncultured;;;
OTU_3801;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
OTU_3802;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Microbulbiferaceae;Microbulbifer;
OTU_3803;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Aureicoccus;
OTU_3804;Unclassified;;;;;;
OTU_3805;Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;JdFR-76;
OTU_3806;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_3807;Bacteria;Desulfobacterota;Desulfarculia;Desulfarculales;Desulfarculaceae;;
OTU_3808;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Crocinitomix;
OTU_3809;Unclassified;;;;;;
OTU_3810;Bacteria;Bacteroidota;Kapabacteria;Kapabacteriales;;;
OTU_3811;Unclassified;;;;;;
OTU_3812;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_3813;Bacteria;Actinobacteriota;Actinobacteria;PeM15;;;
OTU_3814;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;
OTU_3815;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Candidatus;Electrothrix
OTU_3816;Bacteria;Planctomycetota;OM190;;;;
OTU_3817;Unclassified;;;;;;
OTU_3818;Unclassified;;;;;;
OTU_3819;Unclassified;;;;;;
OTU_3820;Bacteria;Planctomycetota;Phycisphaerae;MSBL9;4572-13;;
OTU_3821;Unclassified;;;;;;
OTU_3822;Unclassified;;;;;;
OTU_3823;Unclassified;;;;;;
OTU_3824;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfosarcinaceae;Sva0081 sediment group;
OTU_3825;Bacteria;Proteobacteria;Gammaproteobacteria;Diplorickettsiales;Diplorickettsiaceae;Aquicella;
OTU_3826;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
OTU_3827;Unclassified;;;;;;
OTU_3828;Unclassified;;;;;;
OTU_3829;Unclassified;;;;;;
OTU_3830;Bacteria;SAR324 clade(Marine group B);;;;;
OTU_3831;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Porticoccaceae;;
OTU_3832;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_3833;Unclassified;;;;;;
OTU_3834;Unclassified;;;;;;
OTU_3835;Unclassified;;;;;;
OTU_3836;Unclassified;;;;;;
OTU_3837;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_3838;Unclassified;;;;;;
OTU_3839;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;;
OTU_3840;Unclassified;;;;;;
OTU_3841;Unclassified;;;;;;
OTU_3842;Bacteria;Planctomycetota;OM190;;;;
OTU_3843;Bacteria;Desulfobacterota;Desulfuromonadia;Bradymonadales;;;
OTU_3844;Bacteria;Desulfobacterota;uncultured;;;;
OTU_3845;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
OTU_3846;Unclassified;;;;;;
OTU_3847;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_3848;Bacteria;Gemmatimonadota;PAUC43f marine benthic group;;;;
OTU_3849;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_3850;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3851;Unclassified;;;;;;
OTU_3852;Bacteria;Desulfobacterota;Desulfobulbia;Desulfobulbales;Desulfocapsaceae;;
OTU_3853;Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Microtrichaceae;Sva0996 marine group;
OTU_3854;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;P13-46;;
OTU_3855;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;;
OTU_3856;Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Draconibacterium;
OTU_3857;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured;
OTU_3858;Unclassified;;;;;;
OTU_3859;Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Sediminispirochaeta;
OTU_3860;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae;;
OTU_3861;Bacteria;Planctomycetota;OM190;;;;
OTU_3862;Unclassified;;;;;;
OTU_3863;Bacteria;Planctomycetota;OM190;;;;
OTU_3864;Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;uncultured;
OTU_3865;Unclassified;;;;;;
OTU_3866;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;uncultured;
OTU_3867;Bacteria;Planctomycetota;OM190;;;;
OTU_3868;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_3869;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3870;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;;
OTU_3871;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_3872;Unclassified;;;;;;
OTU_3873;Unclassified;;;;;;
OTU_3874;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Lutibacter;
OTU_3875;Bacteria;NB1-j;;;;;
OTU_3876;Unclassified;;;;;;
OTU_3877;Unclassified;;;;;;
OTU_3878;Unclassified;;;;;;
OTU_3879;Unclassified;;;;;;
OTU_3880;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_3881;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_3882;Unclassified;;;;;;
OTU_3883;Unclassified;;;;;;
OTU_3884;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Thermomarinilinea;
OTU_3885;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;uncultured;;
OTU_3886;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_3887;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3888;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_3889;Unclassified;;;;;;
OTU_3890;Unclassified;;;;;;
OTU_3891;Unclassified;;;;;;
OTU_3892;Bacteria;Latescibacterota;;;;;
OTU_3893;Unclassified;;;;;;
OTU_3894;Bacteria;Planctomycetota;028H05-P-BN-P5;;;;
OTU_3895;Unclassified;;;;;;
OTU_3896;Unclassified;;;;;;
OTU_3897;Unclassified;;;;;;
OTU_3898;Unclassified;;;;;;
OTU_3899;Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;
OTU_3900;Unclassified;;;;;;
OTU_3901;Unclassified;;;;;;
OTU_3902;Unclassified;;;;;;
OTU_3903;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_3904;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3905;Unclassified;;;;;;
OTU_3906;Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;Blastocatella;
OTU_3907;Unclassified;;;;;;
OTU_3908;Unclassified;;;;;;
OTU_3909;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;;;
OTU_3910;Unclassified;;;;;;
OTU_3911;Unclassified;;;;;;
OTU_3912;Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;;
OTU_3913;Unclassified;;;;;;
OTU_3914;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;;
OTU_3915;Unclassified;;;;;;
OTU_3916;Unclassified;;;;;;
OTU_3917;Unclassified;;;;;;
OTU_3918;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;uncultured;
OTU_3919;Bacteria;Proteobacteria;Gammaproteobacteria;Nitrosococcales;Nitrosococcaceae;;
OTU_3920;Unclassified;;;;;;
OTU_3921;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pir4 lineage;
OTU_3922;Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;uncultured;
OTU_3923;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_3924;Unclassified;;;;;;
OTU_3925;Bacteria;Proteobacteria;Gammaproteobacteria;;;;
OTU_3926;Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Sva1033;;
OTU_3927;Unclassified;;;;;;
OTU_3928;Unclassified;;;;;;
OTU_3929;Unclassified;;;;;;
OTU_3930;Unclassified;;;;;;
OTU_3931;Unclassified;;;;;;
OTU_3932;Unclassified;;;;;;
OTU_3933;Unclassified;;;;;;
OTU_3934;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_3935;Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Bdellovibrionaceae;OM27 clade;
OTU_3936;Bacteria;Latescibacterota;Latescibacteria;Latescibacterales;Latescibacteraceae;;
OTU_3937;Unclassified;;;;;;
OTU_3938;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_3939;Unclassified;;;;;;
OTU_3940;Unclassified;;;;;;
OTU_3941;Unclassified;;;;;;
OTU_3942;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_3943;Unclassified;;;;;;
OTU_3944;Unclassified;;;;;;
OTU_3945;Unclassified;;;;;;
OTU_3946;Unclassified;;;;;;
OTU_3947;Bacteria;NB1-j;;;;;
OTU_3948;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3949;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus;Entotheonella
OTU_3950;Bacteria;WPS-2;;;;;
OTU_3951;Bacteria;Planctomycetota;OM190;;;;
OTU_3952;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
OTU_3953;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_3954;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;;
OTU_3955;Unclassified;;;;;;
OTU_3956;Bacteria;Bacteroidota;Bacteroidia;Bacteroidetes VC2.1 Bac22;;;
OTU_3957;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Rhodopirellula;
OTU_3958;Unclassified;;;;;;
OTU_3959;Unclassified;;;;;;
OTU_3960;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_3961;Unclassified;;;;;;
OTU_3962;Unclassified;;;;;;
OTU_3963;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;uncultured;
OTU_3964;Unclassified;;;;;;
OTU_3965;Unclassified;;;;;;
OTU_3966;Unclassified;;;;;;
OTU_3967;Bacteria;Acidobacteriota;d142;;;;
OTU_3968;Bacteria;Gemmatimonadota;BD2-11 terrestrial group;;;;
OTU_3969;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;uncultured;
OTU_3970;Bacteria;SAR324 clade(Marine group B);;;;;
OTU_3971;Unclassified;;;;;;
OTU_3972;Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;;
OTU_3973;Unclassified;;;;;;
OTU_3974;Unclassified;;;;;;
OTU_3975;Unclassified;;;;;;
OTU_3976;Bacteria;NB1-j;;;;;
OTU_3977;Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacter;
OTU_3978;Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;Micavibrionaceae;uncultured;
OTU_3979;Bacteria;Latescibacterota;;;;;
OTU_3980;Bacteria;Entotheonellaeota;Entotheonellia;Entotheonellales;Entotheonellaceae;Candidatus;Entotheonella
OTU_3981;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3982;Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;;
OTU_3983;Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;;
OTU_3984;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_3985;Unclassified;;;;;;
OTU_3986;Unclassified;;;;;;
OTU_3987;Bacteria;Acidobacteriota;Subgroup 22;;;;
OTU_3988;Unclassified;;;;;;
OTU_3989;Bacteria;Proteobacteria;Alphaproteobacteria;;;;
OTU_3990;Bacteria;Planctomycetota;OM190;;;;
OTU_3991;Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;uncultured;
OTU_3992;Unclassified;;;;;;
OTU_3993;Unclassified;;;;;;
OTU_3994;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;MB11C04 marine group;
OTU_3995;Unclassified;;;;;;
OTU_3996;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_3997;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;;
OTU_3998;Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;ST-12K33;;
OTU_3999;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_4000;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;DEV007;;
OTU_4001;Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;uncultured;;
OTU_4002;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;;
OTU_4003;Unclassified;;;;;;
OTU_4004;Unclassified;;;;;;
OTU_4005;Bacteria;Latescibacterota;;;;;
OTU_4006;Unclassified;;;;;;
OTU_4007;Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;;;
OTU_4008;Bacteria;Bacteroidota;Bacteroidia;;;;
OTU_4009;Unclassified;;;;;;
OTU_4010;Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Saprospiraceae;Lewinella;
OTU_4011;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade;
OTU_4012;Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;;
OTU_4013;Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muricauda;
OTU_4014;Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;;;
OTU_4015;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_4016;Unclassified;;;;;;
OTU_4017;Bacteria;Latescibacterota;;;;;
OTU_4018;Unclassified;;;;;;
OTU_4019;Bacteria;Elusimicrobiota;Elusimicrobia;MVP-88;;;
OTU_4020;Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;;;
OTU_4021;Unclassified;;;;;;
OTU_4022;Bacteria;Bdellovibrionota;Bdellovibrionia;Bacteriovoracales;Bacteriovoracaceae;uncultured;
OTU_4023;Unclassified;;;;;;
OTU_4024;Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;;
OTU_4025;Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera;
OTU_4026;Unclassified;;;;;;
OTU_4027;Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Roseibacillus;
OTU_4028;Bacteria;Planctomycetota;Phycisphaerae;Pla1 lineage;;;
OTU_4029;Unclassified;;;;;;
OTU_4030;Bacteria;Bacteroidota;Rhodothermia;Rhodothermales;Rhodothermaceae;uncultured;
OTU_4031;Bacteria;Planctomycetota;OM190;;;;
OTU_4032;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium;
OTU_4033;Bacteria;Proteobacteria;Gammaproteobacteria;B2M28;;;
OTU_4034;Bacteria;Myxococcota;Polyangia;Polyangiales;Sandaracinaceae;uncultured;
OTU_4035;Bacteria;Desulfobacterota;Desulfuromonadia;PB19;;;
OTU_4036;Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;
OTU_4037;Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Blastopirellula;
OTU_4038;Bacteria;Planctomycetota;OM190;;;;
OTU_4039;Unclassified;;;;;;
OTU_4040;Bacteria;Planctomycetota;OM190;;;;
OTU_4041;Bacteria;Latescibacterota;;;;;
OTU_4042;Bacteria;Planctomycetota;Pla4 lineage;;;;
OTU_4043;Unclassified;;;;;;
OTU_4044;Unclassified;;;;;;
OTU_4045;Unclassified;;;;;;
OTU_4046;Unclassified;;;;;;
OTU_4047;Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;KI89A clade;;
OTU_4048;Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Gimesiaceae;uncultured;
OTU_4049;Bacteria;NB1-j;;;;;
OTU_4050;Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;
OTU_4051;Bacteria;Planctomycetota;OM190;;;;
